11,1,144,3.2851711026616,0.962319444444445,0.158496822600409
11,2,81,3.6,0.922061728395061,0.185571490683088
12,1,728,10.6019417475728,0.978524725274726,0.377003218342879
12,2,437,8.88813559322034,0.976151029748284,0.284618932949763
2,1,226,4.3741935483871,0.959026548672566,0.180663542449833
2,2,346,6.25301204819277,0.975809248554913,0.225859748844397
3,1,438,7.06451612903226,1.03154794520548,0.211306727702465
3,2,227,5.62809917355372,0.984894273127753,0.23494717098973
4,1,161,3.5910780669145,0.956024844720497,0.190904023600508
4,2,119,2.53191489361702,0.955084033613446,0.165236689105572
5,1,93,3.38181818181818,0.934483870967742,0.19025665964273
6,1,120,2.06303724928367,1.025025,0.10523690956242
6,2,82,1.88505747126437,1.06317073170732,0.127607972992011
7,1,257,4.87974683544304,0.964852140077821,0.253716091456365
7,2,166,4.61111111111111,0.950921686746988,0.230630973558863
8,1,334,6.77027027027027,0.966149700598802,0.24520156054508
8,2,307,6.50883392226148,0.959863192182411,0.239704062979496
9,1,455,8.63924050632911,0.945061538461539,0.319988958073204
9,2,448,8.67096774193548,0.959982142857143,0.282322145040736
10,1,241,7.57068062827225,0.970821576763486,0.282464203747512
10,2,287,8.23923444976077,0.985477351916376,0.286281796663416
